file_name;total_nb_images;size;on_gpu;nb_threads;loading_time;SOBEL_time;export_time;full_time;images/original/1.gif;10;250000;1;256;1;0.025418;0.058083;0.032755;0.116256 
images/original/1.gif;10;250000;1;256;1;0.028587;0.058248;0.033095;0.119930 
images/original/1.gif;10;250000;1;256;1;0.027512;0.057958;0.033767;0.119237 
images/original/1.gif;10;250000;1;256;1;0.026016;0.058152;0.033478;0.117646 
images/original/1.gif;10;250000;1;256;1;0.046269;0.058010;0.033383;0.137662 
images/original/1.gif;10;250000;1;256;1;0.027183;0.057947;0.033260;0.118390 
images/original/200_s.gif;1;40000;1;256;1;0.001936;0.001164;0.001954;0.005054 
images/original/200_s.gif;1;40000;1;256;1;0.001656;0.001145;0.001915;0.004716 
images/original/200_s.gif;1;40000;1;256;1;0.000672;0.001467;0.001792;0.003931 
images/original/200_s.gif;1;40000;1;256;1;0.000592;0.001131;0.001933;0.003656 
images/original/200_s.gif;1;40000;1;256;1;0.000707;0.001102;0.001667;0.003476 
images/original/200_s.gif;1;40000;1;256;1;0.001663;0.001122;0.001715;0.004500 
images/original/9815573.gif;10;140500;1;256;1;0.038798;0.030467;0.013755;0.083020 
images/original/9815573.gif;10;140500;1;256;1;0.020682;0.030396;0.013622;0.064700 
images/original/9815573.gif;10;140500;1;256;1;0.020294;0.030059;0.013603;0.063956 
images/original/9815573.gif;10;140500;1;256;1;0.019607;0.030286;0.013610;0.063503 
images/original/9815573.gif;10;140500;1;256;1;0.026585;0.035088;0.013681;0.075354 
images/original/9815573.gif;10;140500;1;256;1;0.039746;0.030110;0.013512;0.083368 
images/original/australian-flag-large.gif;1;720000;1;256;1;0.016076;0.013821;0.008919;0.038816 
images/original/australian-flag-large.gif;1;720000;1;256;1;0.006143;0.013859;0.008609;0.028611 
images/original/australian-flag-large.gif;1;720000;1;256;1;0.005406;0.013839;0.008871;0.028116 
images/original/australian-flag-large.gif;1;720000;1;256;1;0.005730;0.013805;0.008549;0.028084 
images/original/australian-flag-large.gif;1;720000;1;256;1;0.004617;0.014139;0.008884;0.027640 
images/original/australian-flag-large.gif;1;720000;1;256;1;0.015837;0.013828;0.008679;0.038344 
images/original/051009.vince.gif;1;1354892;0;256;1;0.020412;0.129974;0.167613;0.317999 
images/original/1.gif;10;250000;0;256;1;0.045526;0.171158;0.127505;0.344189 
images/original/1.gif;10;250000;1;256;1;0.022766;0.061030;0.033882;0.117678 
images/original/200_s.gif;1;40000;0;256;1;0.002675;0.005676;0.003822;0.012173 
images/original/200_s.gif;1;40000;1;256;1;0.001751;0.001146;0.001768;0.004665 
images/original/9815573.gif;10;140500;0;256;1;0.015443;0.078893;0.057447;0.151783 
images/original/9815573.gif;10;140500;1;256;1;0.020767;0.031482;0.013940;0.066189 
images/original/australian-flag-large.gif;1;720000;0;256;1;0.019852;0.074730;0.018587;0.113169 
images/original/australian-flag-large.gif;1;720000;1;256;1;0.015235;0.014622;0.008461;0.038318 
images/original/Campusplan-Hausnr.gif;1;69682912;0;256;1;0.374477;7.055994;0.730966;8.161437 
images/original/Campusplan-Hausnr.gif;1;69682912;0;256;1;0.358932;7.022824;0.720825;8.102581 
images/original/Campusplan-Mobilitaetsbeschraenkte.gif;1;69689928;0;256;1;0.369538;7.056989;1.743646;9.170173 
